x,y
0.0,0.0
0.10101010101010101,0.15863966749033825
0.20202020202020202,0.31711959828282255
0.30303030303030304,0.47528021652091335
0.40404040404040403,0.6329622678687463
0.5050505050505051,0.7900069798667497
0.6060606060606061,0.9462562218020512
0.7070707070707071,1.1015526639327031
0.8080808080808081,1.255739935905396
0.9090909090909091,1.4086627842071484
1.0101010101010102,1.560167228492436
1.1111111111111112,1.710100716628344
1.2121212121212122,1.858312278301638
1.3131313131313131,2.0046526770330684
1.4141414141414141,2.148974560445858
1.5151515151515151,2.291132608637052
1.6161616161616161,2.4309836805023433
1.7171717171717171,2.5683869578670313
1.8181818181818181,2.703204087277987
1.9191919191919191,2.835299319313853
2.0202020202020203,2.9645396452732022
2.121212121212121,3.0907949311030256
2.2222222222222223,3.2139380484326963
2.323232323232323,3.333845002581458
2.4242424242424243,3.45039505741056
2.525252525252525,3.5634708568943148
2.6262626262626263,3.672958543287667
2.727272727272727,3.7787478717712912
2.8282828282828283,3.8807323214587846
2.929292929292929,3.978809202654161
3.0303030303030303,4.072879760251679
3.131313131313131,4.162849273173857
3.2323232323232323,4.248627149747572
3.3333333333333335,4.330127018922194
3.4343434343434343,4.407266817237909
3.5353535353535355,4.479968871456679
3.6363636363636362,4.548159976772591
3.7373737373737375,4.611771470522906
3.8383838383838382,4.670739301325534
3.9393939393939394,4.725004093573343
4.040404040404041,4.77451120722037
4.141414141414141,4.81921079279971
4.242424242424242,4.859057841617709
4.343434343434343,4.894012231073893
4.444444444444445,4.92403876506104
4.545454545454545,4.949107209404663
4.646464646464646,4.96919232230627
4.747474747474747,4.984273879759711
4.848484848484849,4.994336695915041
4.94949494949495,4.999370638369376
5.05050505050505,4.999370638369375
5.151515151515151,4.99433669591504
5.252525252525253,4.984273879759711
5.353535353535354,4.96919232230627
5.454545454545454,4.949107209404663
5.555555555555555,4.924038765061041
5.656565656565657,4.894012231073895
5.757575757575758,4.85905784161771
5.858585858585858,4.819210792799711
5.959595959595959,4.77451120722037
6.0606060606060606,4.725004093573343
6.161616161616162,4.670739301325534
6.262626262626262,4.611771470522907
6.363636363636363,4.548159976772592
6.4646464646464645,4.47996887145668
6.565656565656566,4.40726681723791
6.666666666666667,4.330127018922193
6.767676767676767,4.248627149747573
6.8686868686868685,4.162849273173857
6.96969696969697,4.072879760251679
7.070707070707071,3.978809202654162
7.171717171717171,3.880732321458786
7.2727272727272725,3.7787478717712935
7.373737373737374,3.6729585432876672
7.474747474747475,3.5634708568943156
7.575757575757575,3.4503950574105597
7.6767676767676765,3.333845002581458
7.777777777777778,3.2139380484326976
7.878787878787879,3.090794931103025
7.979797979797979,2.9645396452732036
8.080808080808081,2.835299319313852
8.181818181818182,2.7032040872779883
8.282828282828282,2.5683869578670326
8.383838383838384,2.4309836805023433
8.484848484848484,2.2911326086370525
8.585858585858587,2.148974560445857
8.686868686868687,2.00465267703307
8.787878787878787,1.8583122783016401
8.88888888888889,1.7101007166283446
8.98989898989899,1.560167228492437
9.09090909090909,1.4086627842071506
9.191919191919192,1.2557399359053965
9.292929292929292,1.1015526639327042
9.393939393939394,0.9462562218020504
9.494949494949495,0.7900069798667495
9.595959595959595,0.632962267868749
9.696969696969697,0.4752802165209122
9.797979797979798,0.3171195982828242
9.8989898989899,0.15863966749033828
10.0,6.123233995736766e-16
