x,y
0.0,0.0
0.1562606070938015,0.0
0.27885006140684576,0.0
0.44063980625772753,0.0
0.5838092015701317,0.0
0.7167799286446861,0.0
0.9098145085305769,0.0
1.1051904000688229,0.0
1.291716925480101,0.0
1.437390298105064,0.0
1.5834846573048513,0.0
1.7333800679387228,0.0
1.9206531467470005,0.0
2.120157420621598,0.0
2.3117539303740777,0.0
2.4756725599443286,0.0
2.653008431616103,0.0
2.7781165217431507,0.0
2.95120855228187,0.0
3.1126953635165164,0.0
3.2673709382462213,0.0
3.4335765635498126,0.0
3.55619526269472,0.0
3.6826197703307875,0.0
3.848937184359362,0.0
3.989798872327612,0.0
4.101671404610413,0.0
4.255512666202031,0.0
4.4523517503929,0.0
4.587360714288594,0.0
4.690569717963204,0.0
4.856616103831402,0.0
4.982529740950459,0.0
5.148672032833742,0.0
5.282495716643668,0.0
5.397576456151813,0.0
5.58050254566981,0.0
5.769906743719958,0.0
5.887683779148291,0.0
6.017190597769127,0.0
6.203465433937506,0.0
6.327205507111616,0.0
6.505843719474557,0.0
6.641212998750277,0.0
6.795945477658658,0.0
6.994673515692852,0.0
7.162267756676414,0.0
7.350559955689782,0.0
7.530707541402726,0.0
7.723819195477107,0.0
7.853821622587867,0.0
7.98774592049995,0.0
8.144886173194742,0.0
8.271032008774036,0.0
8.38109723430659,0.0
8.54445047112394,0.0
8.732248319522073,0.0
8.897661524505203,0.0
9.016013484771538,0.0
9.126370883757955,0.0
9.294970186271883,0.0
9.464920280503497,0.0
9.658025293813164,0.0
9.850250988967492,0.0
9.990328799824308,0.0
